2022-04-28 16:28:13,855 |     INFO | Program starting in cluster-mode
2022-04-28 16:28:13,855 |     INFO | STARTING PROGRAM
2022-04-28 16:28:13,855 |     INFO | Selected parameters:
2022-04-28 16:28:13,855 |     INFO | {'name': 'cluster_50', 'name_time': 'cluster_50-28-04-2022-16-28-13', 'train': True, 'model': './models/models-autoencodergray-scale.pth', 'letters': ['alpha', 'beta', 'chi', 'delta', 'epsilon', 'eta', 'gamma', 'iota', 'kappa', 'lambda', 'mu', 'nu', 'omega', 'omicron', 'phi', 'pi', 'psi', 'rho', 'sigma', 'tau', 'theta', 'xi', 'ypsilon', 'zeta'], 'logging': 40, 'mode': 'cluster', 'epochs': 50, 'dimensions': 28, 'tqdm': False, 'processing': 'gray-scale', 'root': 'out/cluster_50-28-04-2022-16-28-13'}
2022-04-28 16:28:14,079 |     INFO | Network(
  (layer1): Sequential(
    (0): Conv2d(1, 16, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
    (1): BatchNorm2d(16, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): ReLU()
    (3): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
  )
  (layer2): Sequential(
    (0): Conv2d(16, 32, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
    (1): BatchNorm2d(32, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): ReLU()
    (3): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
  )
  (fc): Sequential(
    (0): Linear(in_features=1568, out_features=256, bias=True)
    (1): Dropout(p=0.2, inplace=False)
    (2): ReLU()
  )
  (out): Linear(in_features=256, out_features=5, bias=True)
)
2022-04-28 16:28:14,082 |     INFO | ConvAutoEncoder(
  (encoder): Sequential(
    (0): Conv2d(1, 16, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
    (1): BatchNorm2d(16, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): ReLU()
    (3): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
    (4): Conv2d(16, 32, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
    (5): BatchNorm2d(32, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (6): ReLU()
    (7): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
    (8): Conv2d(32, 4, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (9): BatchNorm2d(4, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (10): ReLU()
  )
  (decoder): Sequential(
    (0): Conv2d(4, 32, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (1): BatchNorm2d(32, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): ReLU()
    (3): Upsample(scale_factor=2.0, mode=nearest)
    (4): Conv2d(32, 16, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
    (5): BatchNorm2d(16, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (6): ReLU()
    (7): Upsample(scale_factor=2.0, mode=nearest)
    (8): Conv2d(16, 1, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
    (9): BatchNorm2d(1, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (10): Sigmoid()
  )
)
2022-04-28 16:29:13,964 |     INFO | Epoch=0 done.
2022-04-28 16:52:09,129 |  WARNING | ././out already exists
2022-04-28 16:52:09,129 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:52:09,130 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:52:09,130 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:53:06,264 |     INFO | Epoch=23 done.
2022-04-28 16:53:07,670 |  WARNING | ./. already exists
2022-04-28 16:53:07,670 |  WARNING | ././out already exists
2022-04-28 16:53:07,670 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:53:07,670 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:53:07,670 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:53:11,215 |  WARNING | ./. already exists
2022-04-28 16:53:11,215 |  WARNING | ././out already exists
2022-04-28 16:53:11,215 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:53:11,215 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:53:11,215 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:54:08,320 |     INFO | Epoch=24 done.
2022-04-28 16:54:09,821 |  WARNING | ./. already exists
2022-04-28 16:54:09,821 |  WARNING | ././out already exists
2022-04-28 16:54:09,821 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:54:09,821 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:54:09,822 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:54:13,370 |  WARNING | ./. already exists
2022-04-28 16:54:13,371 |  WARNING | ././out already exists
2022-04-28 16:54:13,371 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:54:13,371 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:54:13,371 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:55:10,521 |     INFO | Epoch=25 done.
2022-04-28 16:55:12,065 |  WARNING | ./. already exists
2022-04-28 16:55:12,066 |  WARNING | ././out already exists
2022-04-28 16:55:12,066 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:55:12,066 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:55:12,066 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:55:15,585 |  WARNING | ./. already exists
2022-04-28 16:55:15,585 |  WARNING | ././out already exists
2022-04-28 16:55:15,586 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:55:15,586 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:55:15,586 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:56:12,465 |     INFO | Epoch=26 done.
2022-04-28 16:56:14,030 |  WARNING | ./. already exists
2022-04-28 16:56:14,030 |  WARNING | ././out already exists
2022-04-28 16:56:14,031 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:56:14,031 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:56:14,031 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:56:17,544 |  WARNING | ./. already exists
2022-04-28 16:56:17,544 |  WARNING | ././out already exists
2022-04-28 16:56:17,544 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:56:17,544 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:56:17,544 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:57:14,344 |     INFO | Epoch=27 done.
2022-04-28 16:57:16,093 |  WARNING | ./. already exists
2022-04-28 16:57:16,093 |  WARNING | ././out already exists
2022-04-28 16:57:16,093 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:57:16,093 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:57:16,094 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:57:19,611 |  WARNING | ./. already exists
2022-04-28 16:57:19,611 |  WARNING | ././out already exists
2022-04-28 16:57:19,611 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:57:19,611 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:57:19,611 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:58:16,621 |     INFO | Epoch=28 done.
2022-04-28 16:58:18,268 |  WARNING | ./. already exists
2022-04-28 16:58:18,268 |  WARNING | ././out already exists
2022-04-28 16:58:18,268 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:58:18,268 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:58:18,268 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:58:21,815 |  WARNING | ./. already exists
2022-04-28 16:58:21,815 |  WARNING | ././out already exists
2022-04-28 16:58:21,815 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:58:21,815 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:58:21,815 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:59:18,725 |     INFO | Epoch=29 done.
2022-04-28 16:59:20,248 |  WARNING | ./. already exists
2022-04-28 16:59:20,249 |  WARNING | ././out already exists
2022-04-28 16:59:20,249 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:59:20,249 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:59:20,249 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 16:59:24,024 |  WARNING | ./. already exists
2022-04-28 16:59:24,024 |  WARNING | ././out already exists
2022-04-28 16:59:24,024 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 16:59:24,024 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 16:59:24,024 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 17:00:20,944 |     INFO | Epoch=30 done.
2022-04-28 17:00:22,480 |  WARNING | ./. already exists
2022-04-28 17:00:22,480 |  WARNING | ././out already exists
2022-04-28 17:00:22,480 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 17:00:22,480 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 17:00:22,480 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 17:00:26,251 |  WARNING | ./. already exists
2022-04-28 17:00:26,251 |  WARNING | ././out already exists
2022-04-28 17:00:26,252 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 17:00:26,252 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 17:00:26,252 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 17:01:23,115 |     INFO | Epoch=31 done.
2022-04-28 17:01:24,566 |  WARNING | ./. already exists
2022-04-28 17:01:24,566 |  WARNING | ././out already exists
2022-04-28 17:01:24,567 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 17:01:24,567 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 17:01:24,567 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 17:01:28,325 |  WARNING | ./. already exists
2022-04-28 17:01:28,326 |  WARNING | ././out already exists
2022-04-28 17:01:28,326 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 17:01:28,326 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 17:01:28,326 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 17:02:25,213 |     INFO | Epoch=32 done.
2022-04-28 17:02:26,717 |  WARNING | ./. already exists
2022-04-28 17:02:26,717 |  WARNING | ././out already exists
2022-04-28 17:02:26,717 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 17:02:26,717 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 17:02:26,717 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 17:02:30,465 |  WARNING | ./. already exists
2022-04-28 17:02:30,465 |  WARNING | ././out already exists
2022-04-28 17:02:30,465 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 17:02:30,465 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 17:02:30,465 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 17:03:27,280 |     INFO | Epoch=33 done.
2022-04-28 17:03:28,672 |  WARNING | ./. already exists
2022-04-28 17:03:28,672 |  WARNING | ././out already exists
2022-04-28 17:03:28,672 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 17:03:28,672 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 17:03:28,672 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 17:03:32,447 |  WARNING | ./. already exists
2022-04-28 17:03:32,447 |  WARNING | ././out already exists
2022-04-28 17:03:32,447 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 17:03:32,447 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 17:03:32,447 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 17:04:29,279 |     INFO | Epoch=34 done.
2022-04-28 17:04:30,677 |  WARNING | ./. already exists
2022-04-28 17:04:30,678 |  WARNING | ././out already exists
2022-04-28 17:04:30,678 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 17:04:30,678 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 17:04:30,678 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 17:04:34,227 |  WARNING | ./. already exists
2022-04-28 17:04:34,228 |  WARNING | ././out already exists
2022-04-28 17:04:34,228 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 17:04:34,228 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 17:04:34,228 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 17:05:31,392 |     INFO | Epoch=35 done.
2022-04-28 17:05:32,912 |  WARNING | ./. already exists
2022-04-28 17:05:32,912 |  WARNING | ././out already exists
2022-04-28 17:05:32,912 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 17:05:32,912 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 17:05:32,912 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 17:05:36,443 |  WARNING | ./. already exists
2022-04-28 17:05:36,444 |  WARNING | ././out already exists
2022-04-28 17:05:36,444 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 17:05:36,444 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 17:05:36,444 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 17:06:33,349 |     INFO | Epoch=36 done.
2022-04-28 17:06:35,106 |  WARNING | ./. already exists
2022-04-28 17:06:35,106 |  WARNING | ././out already exists
2022-04-28 17:06:35,106 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 17:06:35,106 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 17:06:35,106 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 17:06:38,644 |  WARNING | ./. already exists
2022-04-28 17:06:38,645 |  WARNING | ././out already exists
2022-04-28 17:06:38,645 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 17:06:38,645 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 17:06:38,645 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 17:07:35,463 |     INFO | Epoch=37 done.
2022-04-28 17:07:36,985 |  WARNING | ./. already exists
2022-04-28 17:07:36,985 |  WARNING | ././out already exists
2022-04-28 17:07:36,985 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 17:07:36,985 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 17:07:36,985 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 17:07:40,798 |  WARNING | ./. already exists
2022-04-28 17:07:40,799 |  WARNING | ././out already exists
2022-04-28 17:07:40,799 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 17:07:40,799 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 17:07:40,799 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 17:08:37,636 |     INFO | Epoch=38 done.
2022-04-28 17:08:39,168 |  WARNING | ./. already exists
2022-04-28 17:08:39,168 |  WARNING | ././out already exists
2022-04-28 17:08:39,168 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 17:08:39,168 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 17:08:39,169 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 17:08:42,927 |  WARNING | ./. already exists
2022-04-28 17:08:42,927 |  WARNING | ././out already exists
2022-04-28 17:08:42,928 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 17:08:42,928 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 17:08:42,928 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 17:09:39,807 |     INFO | Epoch=39 done.
2022-04-28 17:09:41,341 |  WARNING | ./. already exists
2022-04-28 17:09:41,341 |  WARNING | ././out already exists
2022-04-28 17:09:41,341 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 17:09:41,341 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 17:09:41,341 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 17:09:45,135 |  WARNING | ./. already exists
2022-04-28 17:09:45,136 |  WARNING | ././out already exists
2022-04-28 17:09:45,136 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 17:09:45,136 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 17:09:45,136 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 17:10:42,257 |     INFO | Epoch=40 done.
2022-04-28 17:10:43,711 |  WARNING | ./. already exists
2022-04-28 17:10:43,712 |  WARNING | ././out already exists
2022-04-28 17:10:43,712 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 17:10:43,712 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 17:10:43,712 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 17:10:47,536 |  WARNING | ./. already exists
2022-04-28 17:10:47,537 |  WARNING | ././out already exists
2022-04-28 17:10:47,537 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 17:10:47,537 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 17:10:47,537 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 17:11:44,873 |     INFO | Epoch=41 done.
2022-04-28 17:11:46,397 |  WARNING | ./. already exists
2022-04-28 17:11:46,397 |  WARNING | ././out already exists
2022-04-28 17:11:46,397 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 17:11:46,397 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 17:11:46,398 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 17:11:49,977 |  WARNING | ./. already exists
2022-04-28 17:11:49,977 |  WARNING | ././out already exists
2022-04-28 17:11:49,977 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 17:11:49,977 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 17:11:49,977 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 17:12:47,428 |     INFO | Epoch=42 done.
2022-04-28 17:12:48,885 |  WARNING | ./. already exists
2022-04-28 17:12:48,885 |  WARNING | ././out already exists
2022-04-28 17:12:48,885 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 17:12:48,885 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 17:12:48,885 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 17:12:52,446 |  WARNING | ./. already exists
2022-04-28 17:12:52,446 |  WARNING | ././out already exists
2022-04-28 17:12:52,447 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 17:12:52,447 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 17:12:52,447 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 17:13:49,769 |     INFO | Epoch=43 done.
2022-04-28 17:13:51,412 |  WARNING | ./. already exists
2022-04-28 17:13:51,412 |  WARNING | ././out already exists
2022-04-28 17:13:51,412 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 17:13:51,412 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 17:13:51,412 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 17:13:54,982 |  WARNING | ./. already exists
2022-04-28 17:13:54,982 |  WARNING | ././out already exists
2022-04-28 17:13:54,982 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 17:13:54,982 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 17:13:54,982 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 17:14:52,135 |     INFO | Epoch=44 done.
2022-04-28 17:14:53,585 |  WARNING | ./. already exists
2022-04-28 17:14:53,585 |  WARNING | ././out already exists
2022-04-28 17:14:53,585 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 17:14:53,585 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 17:14:53,585 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 17:14:57,457 |  WARNING | ./. already exists
2022-04-28 17:14:57,458 |  WARNING | ././out already exists
2022-04-28 17:14:57,458 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 17:14:57,458 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 17:14:57,458 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 17:15:54,616 |     INFO | Epoch=45 done.
2022-04-28 17:15:56,119 |  WARNING | ./. already exists
2022-04-28 17:15:56,120 |  WARNING | ././out already exists
2022-04-28 17:15:56,120 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 17:15:56,120 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 17:15:56,120 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 17:15:59,948 |  WARNING | ./. already exists
2022-04-28 17:15:59,949 |  WARNING | ././out already exists
2022-04-28 17:15:59,949 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 17:15:59,949 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 17:15:59,949 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 17:16:57,025 |     INFO | Epoch=46 done.
2022-04-28 17:16:58,556 |  WARNING | ./. already exists
2022-04-28 17:16:58,556 |  WARNING | ././out already exists
2022-04-28 17:16:58,557 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 17:16:58,557 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 17:16:58,557 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 17:17:02,383 |  WARNING | ./. already exists
2022-04-28 17:17:02,383 |  WARNING | ././out already exists
2022-04-28 17:17:02,383 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 17:17:02,383 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 17:17:02,383 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 17:17:59,683 |     INFO | Epoch=47 done.
2022-04-28 17:18:01,149 |  WARNING | ./. already exists
2022-04-28 17:18:01,149 |  WARNING | ././out already exists
2022-04-28 17:18:01,149 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 17:18:01,149 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 17:18:01,149 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 17:18:04,691 |  WARNING | ./. already exists
2022-04-28 17:18:04,691 |  WARNING | ././out already exists
2022-04-28 17:18:04,691 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 17:18:04,691 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 17:18:04,691 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 17:19:02,216 |     INFO | Epoch=48 done.
2022-04-28 17:19:03,620 |  WARNING | ./. already exists
2022-04-28 17:19:03,621 |  WARNING | ././out already exists
2022-04-28 17:19:03,621 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
2022-04-28 17:19:03,621 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE already exists
2022-04-28 17:19:03,621 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13/CovAE/gray-scale already exists
2022-04-28 17:19:07,192 |  WARNING | ./. already exists
2022-04-28 17:19:07,192 |  WARNING | ././out already exists
2022-04-28 17:19:07,192 |  WARNING | ././out/cluster_50-28-04-2022-16-28-13 already exists
